# ell,Dl_TT (LCDM PR4 best-fit)
5.750000000000000000e+02,2.438329828599359189e+03
5.760000000000000000e+02,2.430884485714546372e+03
5.770000000000000000e+02,2.423328304209719590e+03
5.780000000000000000e+02,2.415653800638828670e+03
5.790000000000000000e+02,2.407868345674188276e+03
5.800000000000000000e+02,2.399979307359327777e+03
5.810000000000000000e+02,2.391994051054643023e+03
5.820000000000000000e+02,2.383912511025989716e+03
5.830000000000000000e+02,2.375734618727927682e+03
5.840000000000000000e+02,2.367475159432374312e+03
5.850000000000000000e+02,2.359134058752008059e+03
5.860000000000000000e+02,2.350711239262519484e+03
5.870000000000000000e+02,2.342214048773119885e+03
5.880000000000000000e+02,2.333657260246481655e+03
5.890000000000000000e+02,2.325025929968290711e+03
5.900000000000000000e+02,2.316342252622364413e+03
5.910000000000000000e+02,2.307606134414756525e+03
5.920000000000000000e+02,2.298817478055025731e+03
5.930000000000000000e+02,2.289983611042559914e+03
5.940000000000000000e+02,2.281104428908798127e+03
5.950000000000000000e+02,2.272194680218419307e+03
5.960000000000000000e+02,2.263254253127500306e+03
5.970000000000000000e+02,2.254283032052822819e+03
5.980000000000000000e+02,2.245288326001452788e+03
5.990000000000000000e+02,2.236277440211128578e+03
6.000000000000000000e+02,2.227250247802661761e+03
6.010000000000000000e+02,2.218221463799388857e+03
6.020000000000000000e+02,2.209176041914383859e+03
6.030000000000000000e+02,2.200143491234593967e+03
6.040000000000000000e+02,2.191108747120210865e+03
6.050000000000000000e+02,2.182079026426771634e+03
6.060000000000000000e+02,2.173068970888655258e+03
6.070000000000000000e+02,2.164070933816208708e+03
6.080000000000000000e+02,2.155099550309365441e+03
6.090000000000000000e+02,2.146162023982531082e+03
6.100000000000000000e+02,2.137243270403382667e+03
6.110000000000000000e+02,2.128372772397394783e+03
6.120000000000000000e+02,2.119535440009545255e+03
6.130000000000000000e+02,2.110738465833053397e+03
6.140000000000000000e+02,2.102003896846677435e+03
6.150000000000000000e+02,2.093309207810505541e+03
6.160000000000000000e+02,2.084683870026349723e+03
6.170000000000000000e+02,2.076120211350275440e+03
6.180000000000000000e+02,2.067625414867258314e+03
6.190000000000000000e+02,2.059199234069629256e+03
6.200000000000000000e+02,2.050848849791947487e+03
6.210000000000000000e+02,2.042588870449392743e+03
6.220000000000000000e+02,2.034411618877996716e+03
6.230000000000000000e+02,2.026316845978518813e+03
6.240000000000000000e+02,2.018319159310011628e+03
6.250000000000000000e+02,2.010418309931379554e+03
6.260000000000000000e+02,2.002621477692738154e+03
6.270000000000000000e+02,1.994920986422169335e+03
6.280000000000000000e+02,1.987338874260481589e+03
6.290000000000000000e+02,1.979860038736888782e+03
6.300000000000000000e+02,1.972499092142816835e+03
6.310000000000000000e+02,1.965255791644594865e+03
6.320000000000000000e+02,1.958129896189878764e+03
6.330000000000000000e+02,1.951136023404939806e+03
6.340000000000000000e+02,1.944266508030314526e+03
6.350000000000000000e+02,1.937528543848381560e+03
6.360000000000000000e+02,1.930929327148006450e+03
6.370000000000000000e+02,1.924468628527775081e+03
6.380000000000000000e+02,1.918146221387644346e+03
6.390000000000000000e+02,1.911969310408213460e+03
6.400000000000000000e+02,1.905937674966665327e+03
6.410000000000000000e+02,1.900058525941019980e+03
6.420000000000000000e+02,1.894324220750457926e+03
6.430000000000000000e+02,1.888756833535317583e+03
6.440000000000000000e+02,1.883333871720714342e+03
6.450000000000000000e+02,1.878077416273585413e+03
6.460000000000000000e+02,1.872987266592805781e+03
6.470000000000000000e+02,1.868055797240860556e+03
6.480000000000000000e+02,1.863290243015129590e+03
6.490000000000000000e+02,1.858690413907711218e+03
6.500000000000000000e+02,1.854270980157475606e+03
6.510000000000000000e+02,1.850016896572268479e+03
6.520000000000000000e+02,1.845935384258464410e+03
6.530000000000000000e+02,1.842033662256141497e+03
6.540000000000000000e+02,1.838311524730702104e+03
6.550000000000000000e+02,1.834776197641307590e+03
6.560000000000000000e+02,1.831412625304011726e+03
6.570000000000000000e+02,1.828235468804879929e+03
6.580000000000000000e+02,1.825244535858110567e+03
6.590000000000000000e+02,1.822439637465445685e+03
6.600000000000000000e+02,1.819820587875386536e+03
6.610000000000000000e+02,1.817387204543714915e+03
6.620000000000000000e+02,1.815146736446542263e+03
6.630000000000000000e+02,1.813091578995576356e+03
6.640000000000000000e+02,1.811228987409247338e+03
6.650000000000000000e+02,1.809558791637034574e+03
6.660000000000000000e+02,1.808073396340278350e+03
6.670000000000000000e+02,1.806780065930192450e+03
6.680000000000000000e+02,1.805686067861728816e+03
6.690000000000000000e+02,1.804776387584855456e+03
6.700000000000000000e+02,1.804065727006496672e+03
6.710000000000000000e+02,1.803546506057521356e+03
6.720000000000000000e+02,1.803218576121364322e+03
6.730000000000000000e+02,1.803081791720478577e+03
6.740000000000000000e+02,1.803136010562265255e+03
6.750000000000000000e+02,1.803388521944503736e+03
6.760000000000000000e+02,1.803831761768975639e+03
6.770000000000000000e+02,1.804465597665626547e+03
6.780000000000000000e+02,1.805282472374271947e+03
6.790000000000000000e+02,1.806297117236253371e+03
6.800000000000000000e+02,1.807501982191624165e+03
6.810000000000000000e+02,1.808889520936110785e+03
6.820000000000000000e+02,1.810459619384501366e+03
6.830000000000000000e+02,1.812219595790068070e+03
6.840000000000000000e+02,1.814169344169019269e+03
6.850000000000000000e+02,1.816293906079963335e+03
6.860000000000000000e+02,1.818600612508775612e+03
6.870000000000000000e+02,1.821089370604218175e+03
6.880000000000000000e+02,1.823760092166887716e+03
6.890000000000000000e+02,1.826612693789013974e+03
6.900000000000000000e+02,1.829639668644118046e+03
6.910000000000000000e+02,1.832840943326518072e+03
6.920000000000000000e+02,1.836216449638167205e+03
6.930000000000000000e+02,1.839766124722803625e+03
6.940000000000000000e+02,1.843482482845904087e+03
6.950000000000000000e+02,1.847372900570699130e+03
6.960000000000000000e+02,1.851415046776037343e+03
6.970000000000000000e+02,1.855631166271410166e+03
6.980000000000000000e+02,1.859998939698751201e+03
6.990000000000000000e+02,1.864533195481412804e+03
7.000000000000000000e+02,1.869219054758784523e+03
7.010000000000000000e+02,1.874056505561924723e+03
7.020000000000000000e+02,1.879038129820892209e+03
7.030000000000000000e+02,1.884171376478162301e+03
7.040000000000000000e+02,1.889456272483394969e+03
7.050000000000000000e+02,1.894870566123541039e+03
7.060000000000000000e+02,1.900436582193082359e+03
7.070000000000000000e+02,1.906132081796158445e+03
7.080000000000000000e+02,1.911957117490913561e+03
7.090000000000000000e+02,1.917919176567978866e+03
7.100000000000000000e+02,1.924003467615371619e+03
7.110000000000000000e+02,1.930210062222643501e+03
7.120000000000000000e+02,1.936546466570743178e+03
7.130000000000000000e+02,1.942990479608355145e+03
7.140000000000000000e+02,1.949549619769350102e+03
7.150000000000000000e+02,1.956223983125274117e+03
7.160000000000000000e+02,1.962998814927667127e+03
7.170000000000000000e+02,1.969874222891048021e+03
7.180000000000000000e+02,1.976850320364492291e+03
7.190000000000000000e+02,1.983919797844268487e+03
7.200000000000000000e+02,1.991082779528823039e+03
7.210000000000000000e+02,1.998331966465205596e+03
7.220000000000000000e+02,2.005667493089792742e+03
7.230000000000000000e+02,2.013089498712485920e+03
7.240000000000000000e+02,2.020590698996072888e+03
7.250000000000000000e+02,2.028171242482447724e+03
7.260000000000000000e+02,2.035823853714933193e+03
7.270000000000000000e+02,2.043548689759656099e+03
7.280000000000000000e+02,2.051345911675221487e+03
7.290000000000000000e+02,2.059193399281877191e+03
7.300000000000000000e+02,2.067106177784372449e+03
7.310000000000000000e+02,2.075076990792667857e+03
7.320000000000000000e+02,2.083091156847879120e+03
7.330000000000000000e+02,2.091156282652293157e+03
7.340000000000000000e+02,2.099265121151504445e+03
7.350000000000000000e+02,2.107402999723145513e+03
7.360000000000000000e+02,2.115584961772402039e+03
7.370000000000000000e+02,2.123788911430424832e+03
7.380000000000000000e+02,2.132022468564176506e+03
7.390000000000000000e+02,2.140278398539938735e+03
7.400000000000000000e+02,2.148549468796625206e+03
7.410000000000000000e+02,2.156828448726710576e+03
7.420000000000000000e+02,2.165115537915769437e+03
7.430000000000000000e+02,2.173410937690009177e+03
7.440000000000000000e+02,2.181699994322133080e+03
7.450000000000000000e+02,2.189982912347251840e+03
7.460000000000000000e+02,2.198252469435507919e+03
7.470000000000000000e+02,2.206508873024218246e+03
7.480000000000000000e+02,2.214744903557043017e+03
7.490000000000000000e+02,2.222960771131828551e+03
7.500000000000000000e+02,2.231149258754725452e+03
7.510000000000000000e+02,2.239303157161583385e+03
7.520000000000000000e+02,2.247415284314812197e+03
7.530000000000000000e+02,2.255493322547996286e+03
7.540000000000000000e+02,2.263530098633465514e+03
7.550000000000000000e+02,2.271518440465386902e+03
7.560000000000000000e+02,2.279451177045897111e+03
7.570000000000000000e+02,2.287343423524745958e+03
7.580000000000000000e+02,2.295180582738384146e+03
7.590000000000000000e+02,2.302962915303425234e+03
7.600000000000000000e+02,2.310683254558125100e+03
7.610000000000000000e+02,2.318341863254538112e+03
7.620000000000000000e+02,2.325931576848238365e+03
7.630000000000000000e+02,2.333452660186778303e+03
7.640000000000000000e+02,2.340890522443788996e+03
7.650000000000000000e+02,2.348245430500941438e+03
7.660000000000000000e+02,2.355517652223723417e+03
7.670000000000000000e+02,2.362692599731808514e+03
7.680000000000000000e+02,2.369777971115070159e+03
7.690000000000000000e+02,2.376751751939836140e+03
7.700000000000000000e+02,2.383629070351806604e+03
7.710000000000000000e+02,2.390395341866589206e+03
7.720000000000000000e+02,2.397043411055393790e+03
7.730000000000000000e+02,2.403580979820978882e+03
7.740000000000000000e+02,2.409993465563032714e+03
7.750000000000000000e+02,2.416281142836714025e+03
7.760000000000000000e+02,2.422451714900207662e+03
7.770000000000000000e+02,2.428498028552164214e+03
7.780000000000000000e+02,2.434420359061023191e+03
7.790000000000000000e+02,2.440218981683781749e+03
7.800000000000000000e+02,2.445886743175340143e+03
7.810000000000000000e+02,2.451431346689648763e+03
7.820000000000000000e+02,2.456838209869956700e+03
7.830000000000000000e+02,2.462115034783275860e+03
7.840000000000000000e+02,2.467247237643761309e+03
7.850000000000000000e+02,2.472235090381268947e+03
7.860000000000000000e+02,2.477064007050666078e+03
7.870000000000000000e+02,2.481741685387033158e+03
7.880000000000000000e+02,2.486260964852709094e+03
7.890000000000000000e+02,2.490607254780912626e+03
7.900000000000000000e+02,2.494795675916232540e+03
7.910000000000000000e+02,2.498811633398574486e+03
7.920000000000000000e+02,2.502662814998410340e+03
7.930000000000000000e+02,2.506342049147469424e+03
7.940000000000000000e+02,2.509849589770789862e+03
7.950000000000000000e+02,2.513178259367771261e+03
7.960000000000000000e+02,2.516335733845675350e+03
7.970000000000000000e+02,2.519322257253733369e+03
7.980000000000000000e+02,2.522130641571013257e+03
7.990000000000000000e+02,2.524768551548961568e+03
8.000000000000000000e+02,2.527228791106976587e+03
8.010000000000000000e+02,2.529511597759836150e+03
8.020000000000000000e+02,2.531624671149764708e+03
8.030000000000000000e+02,2.533553430737863437e+03
8.040000000000000000e+02,2.535305576154912615e+03
8.050000000000000000e+02,2.536866516932251670e+03
8.060000000000000000e+02,2.538229085744364056e+03
8.070000000000000000e+02,2.539393538260224886e+03
8.080000000000000000e+02,2.540360124654645915e+03
8.090000000000000000e+02,2.541121661130286157e+03
8.100000000000000000e+02,2.541678386501424484e+03
8.110000000000000000e+02,2.542030533738274698e+03
8.120000000000000000e+02,2.542193186573531875e+03
8.130000000000000000e+02,2.542159137668784297e+03
8.140000000000000000e+02,2.541936030295089495e+03
8.150000000000000000e+02,2.541531501573424066e+03
8.160000000000000000e+02,2.540945754076922185e+03
8.170000000000000000e+02,2.540171555794715914e+03
8.180000000000000000e+02,2.539209096807385777e+03
8.190000000000000000e+02,2.538051132572194547e+03
8.200000000000000000e+02,2.536690412269489116e+03
8.210000000000000000e+02,2.535119678808807294e+03
8.220000000000000000e+02,2.533339097194699207e+03
8.230000000000000000e+02,2.531341397850696467e+03
8.240000000000000000e+02,2.529134161702829715e+03
8.250000000000000000e+02,2.526724963519538505e+03
8.260000000000000000e+02,2.524113943608784211e+03
8.270000000000000000e+02,2.521308664572149155e+03
8.280000000000000000e+02,2.518309254663414322e+03
8.290000000000000000e+02,2.515130692903111139e+03
8.300000000000000000e+02,2.511773095745241335e+03
8.310000000000000000e+02,2.508236573848648732e+03
8.320000000000000000e+02,2.504513803799980906e+03
8.330000000000000000e+02,2.500597456538712777e+03
8.340000000000000000e+02,2.496495054133202302e+03
8.350000000000000000e+02,2.492191828105018431e+03
8.360000000000000000e+02,2.487680432904806821e+03
8.370000000000000000e+02,2.482968374335986027e+03
8.380000000000000000e+02,2.478063152925594295e+03
8.390000000000000000e+02,2.472949978942170674e+03
8.400000000000000000e+02,2.467658627613307544e+03
8.410000000000000000e+02,2.462181727334359493e+03
8.420000000000000000e+02,2.456526758177299143e+03
8.430000000000000000e+02,2.450693766892306030e+03
8.440000000000000000e+02,2.444705080355952759e+03
8.450000000000000000e+02,2.438538450460691365e+03
8.460000000000000000e+02,2.432208766003631354e+03
8.470000000000000000e+02,2.425701197564439099e+03
8.480000000000000000e+02,2.419023195981238132e+03
8.490000000000000000e+02,2.412167350617463399e+03
8.500000000000000000e+02,2.405126246074444680e+03
8.510000000000000000e+02,2.397914740184570292e+03
8.520000000000000000e+02,2.390525372718955623e+03
8.530000000000000000e+02,2.382965528324654315e+03
8.540000000000000000e+02,2.375235158527102158e+03
8.550000000000000000e+02,2.367356495115627695e+03
8.560000000000000000e+02,2.359314623321372892e+03
8.570000000000000000e+02,2.351131765295584501e+03
8.580000000000000000e+02,2.342807853279744904e+03
8.590000000000000000e+02,2.334342814625333631e+03
8.600000000000000000e+02,2.325736571760292918e+03
8.610000000000000000e+02,2.316996470503789624e+03
8.620000000000000000e+02,2.308114994978672257e+03
8.630000000000000000e+02,2.299106909325257675e+03
8.640000000000000000e+02,2.289964687562397557e+03
8.650000000000000000e+02,2.280688226951741399e+03
8.660000000000000000e+02,2.271292276312645299e+03
8.670000000000000000e+02,2.261761865887424392e+03
8.680000000000000000e+02,2.252104305762631157e+03
8.690000000000000000e+02,2.242326900791294975e+03
8.700000000000000000e+02,2.232422093869530727e+03
8.710000000000000000e+02,2.222397179319409133e+03
8.720000000000000000e+02,2.212259446175705762e+03
8.730000000000000000e+02,2.202001321478611771e+03
8.740000000000000000e+02,2.191637512024700754e+03
8.750000000000000000e+02,2.181167862622415214e+03
8.760000000000000000e+02,2.170599641157029509e+03
8.770000000000000000e+02,2.159932681912257067e+03
8.780000000000000000e+02,2.149189099001622708e+03
8.790000000000000000e+02,2.138353859605396792e+03
8.800000000000000000e+02,2.127441639170604503e+03
8.810000000000000000e+02,2.116444823016060127e+03
8.820000000000000000e+02,2.105378076499803228e+03
8.830000000000000000e+02,2.094233774992770122e+03
8.840000000000000000e+02,2.083011717364211108e+03
8.850000000000000000e+02,2.071719126075319309e+03
8.860000000000000000e+02,2.060355790581446854e+03
8.870000000000000000e+02,2.048921495794016664e+03
8.880000000000000000e+02,2.037430878901390770e+03
8.890000000000000000e+02,2.025868859396170365e+03
8.900000000000000000e+02,2.014257494364356944e+03
8.910000000000000000e+02,2.002589123477725707e+03
8.920000000000000000e+02,1.990870939247244451e+03
8.930000000000000000e+02,1.979102702131056731e+03
8.940000000000000000e+02,1.967299025750273131e+03
8.950000000000000000e+02,1.955444806958257686e+03
8.960000000000000000e+02,1.943562081168839086e+03
8.970000000000000000e+02,1.931643167384583194e+03
8.980000000000000000e+02,1.919695238482738432e+03
8.990000000000000000e+02,1.907725464702469253e+03
9.000000000000000000e+02,1.895733585484947298e+03
9.010000000000000000e+02,1.883719331501103170e+03
9.020000000000000000e+02,1.871697262001322315e+03
9.030000000000000000e+02,1.859667071152988910e+03
9.040000000000000000e+02,1.847628451449886597e+03
9.050000000000000000e+02,1.835588522255867019e+03
9.060000000000000000e+02,1.823546973296408623e+03
9.070000000000000000e+02,1.811518349899495888e+03
9.080000000000000000e+02,1.799494911431953369e+03
9.090000000000000000e+02,1.787483773235200715e+03
9.100000000000000000e+02,1.775484621755394755e+03
9.110000000000000000e+02,1.763504571420744014e+03
9.120000000000000000e+02,1.751550736463534122e+03
9.130000000000000000e+02,1.739622802737237180e+03
9.140000000000000000e+02,1.727720456228842750e+03
9.150000000000000000e+02,1.715843383215361655e+03
9.160000000000000000e+02,1.704006127115001163e+03
9.170000000000000000e+02,1.692200946880561332e+03
9.180000000000000000e+02,1.680427530538902374e+03
9.190000000000000000e+02,1.668700423673388514e+03
9.200000000000000000e+02,1.657019316148765938e+03
9.210000000000000000e+02,1.645376470580978776e+03
9.220000000000000000e+02,1.633786435851491433e+03
9.230000000000000000e+02,1.622256333813466426e+03
9.240000000000000000e+02,1.610771002692465572e+03
9.250000000000000000e+02,1.599352423983870494e+03
9.260000000000000000e+02,1.587992867390524452e+03
9.270000000000000000e+02,1.576699461008884327e+03
9.280000000000000000e+02,1.565479334708252054e+03
9.290000000000000000e+02,1.554332191855709198e+03
9.300000000000000000e+02,1.543257737737379330e+03
9.310000000000000000e+02,1.532255679625699258e+03
9.320000000000000000e+02,1.521340583543885941e+03
9.330000000000000000e+02,1.510504732575804610e+03
9.340000000000000000e+02,1.499755268675966818e+03
9.350000000000000000e+02,1.489091907675639732e+03
9.360000000000000000e+02,1.478514367688555012e+03
9.370000000000000000e+02,1.468029797515708651e+03
9.380000000000000000e+02,1.457637919998982170e+03
9.390000000000000000e+02,1.447345888775821550e+03
9.400000000000000000e+02,1.437146003283178970e+03
9.410000000000000000e+02,1.427052850564426763e+03
9.420000000000000000e+02,1.417058735224911061e+03
9.430000000000000000e+02,1.407170821242056491e+03
9.440000000000000000e+02,1.397388846975642309e+03
9.450000000000000000e+02,1.387719981931847997e+03
9.460000000000000000e+02,1.378156541778873589e+03
9.470000000000000000e+02,1.368713130167660665e+03
9.480000000000000000e+02,1.359382068703194818e+03
9.490000000000000000e+02,1.350163110421829742e+03
9.500000000000000000e+02,1.341070868221530645e+03
9.510000000000000000e+02,1.332097665770955473e+03
9.520000000000000000e+02,1.323243228727740643e+03
9.530000000000000000e+02,1.314514707100241822e+03
9.540000000000000000e+02,1.305904397715455616e+03
9.550000000000000000e+02,1.297426886069226384e+03
9.560000000000000000e+02,1.289074476327286675e+03
9.570000000000000000e+02,1.280854333182471919e+03
9.580000000000000000e+02,1.272758768562878686e+03
9.590000000000000000e+02,1.264794955144966252e+03
9.600000000000000000e+02,1.256970069767797213e+03
9.610000000000000000e+02,1.249276436849584115e+03
9.620000000000000000e+02,1.241721241907668627e+03
9.630000000000000000e+02,1.234304246628283636e+03
9.640000000000000000e+02,1.227025217338410130e+03
9.650000000000000000e+02,1.219883925128031024e+03
9.660000000000000000e+02,1.212880145972543232e+03
9.670000000000000000e+02,1.206021089205094995e+03
9.680000000000000000e+02,1.199299112587071249e+03
9.690000000000000000e+02,1.192721435828978883e+03
9.700000000000000000e+02,1.186287855657684759e+03
9.710000000000000000e+02,1.179990745931996344e+03
9.720000000000000000e+02,1.173837342806055631e+03
9.730000000000000000e+02,1.167827459787776206e+03
9.740000000000000000e+02,1.161968344544571664e+03
9.750000000000000000e+02,1.156244965603135370e+03
9.760000000000000000e+02,1.150664582546794918e+03
9.770000000000000000e+02,1.145234461055244083e+03
9.780000000000000000e+02,1.139947016288730993e+03
9.790000000000000000e+02,1.134802098017305752e+03
9.800000000000000000e+02,1.129806990692762611e+03
9.810000000000000000e+02,1.124954128462956533e+03
9.820000000000000000e+02,1.120243380280451220e+03
9.830000000000000000e+02,1.115674621602748175e+03
9.840000000000000000e+02,1.111255162785391576e+03
9.850000000000000000e+02,1.106977464066283346e+03
9.860000000000000000e+02,1.102841420643588890e+03
9.870000000000000000e+02,1.098854362694905831e+03
9.880000000000000000e+02,1.095008770337672559e+03
9.890000000000000000e+02,1.091304558683075811e+03
9.900000000000000000e+02,1.087741649481024297e+03
9.910000000000000000e+02,1.084319971107541733e+03
9.920000000000000000e+02,1.081046886894733234e+03
9.930000000000000000e+02,1.077907481702014138e+03
9.940000000000000000e+02,1.074916560332837207e+03
9.950000000000000000e+02,1.072059220690691518e+03
9.960000000000000000e+02,1.069342852182179513e+03
9.970000000000000000e+02,1.066767422261014872e+03
9.980000000000000000e+02,1.064332904717321298e+03
9.990000000000000000e+02,1.062031851260875328e+03
1.000000000000000000e+03,1.059871676500224112e+03
1.001000000000000000e+03,1.057837521152133149e+03
1.002000000000000000e+03,1.055944265523825152e+03
1.003000000000000000e+03,1.054177087515718313e+03
1.004000000000000000e+03,1.052543455948675046e+03
1.005000000000000000e+03,1.051028560372258198e+03
1.006000000000000000e+03,1.049647309423987508e+03
1.007000000000000000e+03,1.048384903933090754e+03
1.008000000000000000e+03,1.047248835276739555e+03
1.009000000000000000e+03,1.046239171882754817e+03
1.010000000000000000e+03,1.045341130782738674e+03
1.011000000000000000e+03,1.044569647617098099e+03
1.012000000000000000e+03,1.043909949737123043e+03
1.013000000000000000e+03,1.043362126211542090e+03
1.014000000000000000e+03,1.042941127732921132e+03
1.015000000000000000e+03,1.042624768074015037e+03
1.016000000000000000e+03,1.042428007500382819e+03
1.017000000000000000e+03,1.042350954231054629e+03
1.018000000000000000e+03,1.042378864353495146e+03
1.019000000000000000e+03,1.042519283492571049e+03
1.020000000000000000e+03,1.042772333330193533e+03
1.021000000000000000e+03,1.043130711529012160e+03
1.022000000000000000e+03,1.043594548359748842e+03
1.023000000000000000e+03,1.044149121580466499e+03
1.024000000000000000e+03,1.044809426471272445e+03
1.025000000000000000e+03,1.045553320618424323e+03
1.026000000000000000e+03,1.046395807356255091e+03
1.027000000000000000e+03,1.047322180557300044e+03
1.028000000000000000e+03,1.048332594678968917e+03
1.029000000000000000e+03,1.049442064711316789e+03
1.030000000000000000e+03,1.050628467675438060e+03
1.031000000000000000e+03,1.051906826078220092e+03
1.032000000000000000e+03,1.053262452714163601e+03
1.033000000000000000e+03,1.054710377422953343e+03
1.034000000000000000e+03,1.056235920244181898e+03
1.035000000000000000e+03,1.057846689826614238e+03
1.036000000000000000e+03,1.059528013284607823e+03
1.037000000000000000e+03,1.061272649557043223e+03
1.038000000000000000e+03,1.063095646065350138e+03
1.039000000000000000e+03,1.064982340218471791e+03
1.040000000000000000e+03,1.066925501119590081e+03
1.041000000000000000e+03,1.068932757870195474e+03
1.042000000000000000e+03,1.070996886120837416e+03
1.043000000000000000e+03,1.073110664720890099e+03
1.044000000000000000e+03,1.075289160715696653e+03
1.045000000000000000e+03,1.077517730837951831e+03
1.046000000000000000e+03,1.079796591548711376e+03
1.047000000000000000e+03,1.082125962272435345e+03
1.048000000000000000e+03,1.084506065328249633e+03
1.049000000000000000e+03,1.086929697506380080e+03
1.050000000000000000e+03,1.089397086690503784e+03
1.051000000000000000e+03,1.091901041782132552e+03
1.052000000000000000e+03,1.094441829436932721e+03
1.053000000000000000e+03,1.097019725496301817e+03
1.054000000000000000e+03,1.099635008179850729e+03
1.055000000000000000e+03,1.102273101279875391e+03
1.056000000000000000e+03,1.104941715801922328e+03
1.057000000000000000e+03,1.107633708097205272e+03
1.058000000000000000e+03,1.110349364791413791e+03
1.059000000000000000e+03,1.113081545956745003e+03
1.060000000000000000e+03,1.115837970029786447e+03
1.061000000000000000e+03,1.118611500272415014e+03
1.062000000000000000e+03,1.121402429679408897e+03
1.063000000000000000e+03,1.124203624130023627e+03
1.064000000000000000e+03,1.127015378936049274e+03
1.065000000000000000e+03,1.129830561984668748e+03
1.066000000000000000e+03,1.132656898628703630e+03
1.067000000000000000e+03,1.135479829771375762e+03
1.068000000000000000e+03,1.138314510150978094e+03
1.069000000000000000e+03,1.141138953018885559e+03
1.070000000000000000e+03,1.143968313470092426e+03
1.071000000000000000e+03,1.146788033117245504e+03
1.072000000000000000e+03,1.149605838367391698e+03
1.073000000000000000e+03,1.152407170144686233e+03
1.074000000000000000e+03,1.155199753815793429e+03
1.075000000000000000e+03,1.157976457262743224e+03
1.076000000000000000e+03,1.160745004108725198e+03
1.077000000000000000e+03,1.163490831792828658e+03
1.078000000000000000e+03,1.166221661499204401e+03
1.079000000000000000e+03,1.168922927885384297e+03
1.080000000000000000e+03,1.171609777366462595e+03
1.081000000000000000e+03,1.174267641148591792e+03
1.082000000000000000e+03,1.176896805169461231e+03
1.083000000000000000e+03,1.179497553240664047e+03
1.084000000000000000e+03,1.182070166894823387e+03
1.085000000000000000e+03,1.184607496887079833e+03
1.086000000000000000e+03,1.187109819752247404e+03
1.087000000000000000e+03,1.189577409316425701e+03
1.088000000000000000e+03,1.192003108214063332e+03
1.089000000000000000e+03,1.194387184461432071e+03
1.090000000000000000e+03,1.196729902985185390e+03
1.091000000000000000e+03,1.199031525507134575e+03
1.092000000000000000e+03,1.201284882084839410e+03
1.093000000000000000e+03,1.203490227709063447e+03
1.094000000000000000e+03,1.205647813856620132e+03
1.095000000000000000e+03,1.207757888399572721e+03
1.096000000000000000e+03,1.209813267170238987e+03
1.097000000000000000e+03,1.211821618933146055e+03
1.098000000000000000e+03,1.213775751911049383e+03
1.099000000000000000e+03,1.215668470418098195e+03
1.100000000000000000e+03,1.217514859848696005e+03
1.101000000000000000e+03,1.219292865131512144e+03
1.102000000000000000e+03,1.221017590118329508e+03
1.103000000000000000e+03,1.222674426446642656e+03
1.104000000000000000e+03,1.224278474986244419e+03
1.105000000000000000e+03,1.225815118998521484e+03
1.106000000000000000e+03,1.227284594202923017e+03
1.107000000000000000e+03,1.228694560394985501e+03
1.108000000000000000e+03,1.230030388016542702e+03
1.109000000000000000e+03,1.231307156581240406e+03
1.110000000000000000e+03,1.232510227848468730e+03
1.111000000000000000e+03,1.233647244252829069e+03
1.112000000000000000e+03,1.234710987132001037e+03
1.113000000000000000e+03,1.235709090107882957e+03
1.114000000000000000e+03,1.236634325666389486e+03
1.115000000000000000e+03,1.237486890189297810e+03
1.116000000000000000e+03,1.238266975585057253e+03
1.117000000000000000e+03,1.238974769269486842e+03
1.118000000000000000e+03,1.239610454145813947e+03
1.119000000000000000e+03,1.240166780233525060e+03
1.120000000000000000e+03,1.240643921346778370e+03
1.121000000000000000e+03,1.241049475070909239e+03
1.122000000000000000e+03,1.241376177686581059e+03
1.123000000000000000e+03,1.241624189193677239e+03
1.124000000000000000e+03,1.241801093282546390e+03
1.125000000000000000e+03,1.241892183902270062e+03
1.126000000000000000e+03,1.241897606979136071e+03
1.127000000000000000e+03,1.241832360381791659e+03
1.128000000000000000e+03,1.241689152133094240e+03
1.129000000000000000e+03,1.241460685421955077e+03
1.130000000000000000e+03,1.241161943613253470e+03
1.131000000000000000e+03,1.240778191753442798e+03
1.132000000000000000e+03,1.240316974977993368e+03
1.133000000000000000e+03,1.239778405064605067e+03
1.134000000000000000e+03,1.239155160386149419e+03
1.135000000000000000e+03,1.238454770913330776e+03
1.136000000000000000e+03,1.237677333115084366e+03
1.137000000000000000e+03,1.236815509909247112e+03
1.138000000000000000e+03,1.235876815663816387e+03
1.139000000000000000e+03,1.234861331096878530e+03
1.140000000000000000e+03,1.233754274877547914e+03
1.141000000000000000e+03,1.232578002029785466e+03
1.142000000000000000e+03,1.231317720383211508e+03
1.143000000000000000e+03,1.229980917330041393e+03
1.144000000000000000e+03,1.228560218030780106e+03
1.145000000000000000e+03,1.227063098774552600e+03
1.146000000000000000e+03,1.225489601890458289e+03
1.147000000000000000e+03,1.223839764063066696e+03
1.148000000000000000e+03,1.222106187950925460e+03
1.149000000000000000e+03,1.220296327209935271e+03
1.150000000000000000e+03,1.218410201419430223e+03
1.151000000000000000e+03,1.216447821410769620e+03
1.152000000000000000e+03,1.214409180244470235e+03
1.153000000000000000e+03,1.212301690560816041e+03
1.154000000000000000e+03,1.210110474178543882e+03
1.155000000000000000e+03,1.207850360548852677e+03
1.156000000000000000e+03,1.205513888311706751e+03
